id,customer_id,loan_type,principal,interest_rate,term_months,outstanding_balance,status,disbursed_at,due_at
1008,3570,auto,16274.94,6.43,81,9442.8,late,2023-02-23T06:02:38,2029-11-23T06:02:38
1009,2793,auto,43239.3,6.9,44,40869.53,active,2026-02-05T17:26:40,2029-10-05T17:26:40
1010,4415,personal,11982.39,12.62,27,0,paid_off,2022-03-31T15:28:28,2024-07-01T15:28:28
1011,4430,mortgage,20921912.54,5.39,183,18591618.18,active,2024-01-19T22:35:24,2039-04-19T22:35:24
1012,4170,personal,29176.03,15.09,14,14826.56,defaulted,2026-05-10T20:08:34,2027-07-10T20:08:34
1013,2200,student,55616.35,3.72,123,41618.66,late,2023-08-07T08:59:47,2033-11-07T08:59:47
1014,2922,personal,26180.07,7.57,45,18943.33,active,2025-04-13T17:35:23,2029-01-13T17:35:23
1015,1684,mortgage,845202.2,4.82,274,805782.23,late,2025-04-14T00:11:43,2048-02-14T00:11:43
1016,3253,mortgage,367223.36,2.83,322,362725.24,active,2026-01-13T10:30:07,2052-11-13T10:30:07
1017,663,mortgage,519725.19,5.99,236,405874.32,active,2021-12-25T11:51:20,2041-08-25T11:51:20
1018,571,personal,200946.17,14.63,24,123850.71,late,2025-08-03T07:54:33,2027-08-03T07:54:33
1019,1231,mortgage,3845980.47,7,286,3656277.59,active,2024-12-27T06:52:47,2048-10-27T06:52:47
1020,4668,business,181964.26,5,93,126419.27,active,2023-07-31T04:51:37,2031-05-01T04:51:37
1021,2774,mortgage,173804.52,6.88,326,76681.32,defaulted,2025-09-03T11:32:24,2052-11-03T11:32:24
1022,2647,student,8924.26,3.99,231,8898.66,active,2026-04-19T09:44:09,2045-07-19T09:44:09
1023,3513,student,66025.81,3.94,60,54520,defaulted,2025-11-30T11:57:28,2030-11-30T11:57:28
1024,1461,auto,30744.92,4.22,37,22846.85,active,2025-06-29T03:52:06,2028-07-29T03:52:06
1025,3253,mortgage,419915.83,6.48,133,337088.69,late,2024-01-06T22:44:25,2035-02-06T22:44:25
1026,1468,personal,3473.08,17.19,56,3403.9,active,2026-03-29T09:11:14,2030-11-29T09:11:14
1027,3126,personal,164613.86,7.08,17,92906.53,defaulted,2026-02-24T02:43:42,2027-07-24T02:43:42
1028,94,mortgage,45891121.43,5.01,273,33557416.51,defaulted,2026-05-06T23:09:02,2049-02-06T23:09:02
1029,605,mortgage,444041.12,4.95,296,443709.74,active,2026-05-08T06:12:35,2051-01-08T06:12:35
1030,1889,personal,94363.12,12.41,19,70050.68,late,2025-12-02T17:46:18,2027-07-02T17:46:18
1031,504,personal,31460.22,11.46,21,13839.16,active,2025-01-17T11:41:14,2026-10-17T11:41:14
1032,1822,auto,229328.57,8.13,62,180516.95,late,2025-03-25T11:09:18,2030-05-25T11:09:18
1033,350,credit_line,2985602.43,9.89,22,0,paid_off,2024-06-14T09:43:27,2026-04-14T09:43:27
1034,1059,credit_line,1058440.65,21.59,30,1032394.11,active,2026-04-18T00:00:41,2028-10-18T00:00:41
1035,4604,business,64323.57,8.75,41,62379.38,active,2026-04-01T19:43:14,2029-09-01T19:43:14
1036,2295,auto,13545.28,8.8,36,10959.15,active,2025-08-02T11:38:44,2028-08-02T11:38:44
1037,3898,auto,37731.56,6.35,55,37399.74,active,2026-04-30T17:46:15,2030-11-30T17:46:15
1038,4815,personal,3717.72,6,24,3565.46,active,2026-04-06T23:23:20,2028-04-06T23:23:20
1039,3123,personal,6191.16,7.95,43,1671.43,active,2022-10-26T03:49:24,2026-05-26T03:49:24
1040,656,auto,1156931.01,6.36,48,1111711.16,active,2026-02-28T13:59:45,2030-02-28T13:59:45
1041,4666,auto,28661.93,9.8,69,25971.34,late,2025-10-07T10:06:21,2031-07-07T10:06:21
1042,2221,business,126615.89,7.31,49,65264.93,defaulted,2022-05-19T11:53:26,2026-06-19T11:53:26
1043,4344,personal,2296786.61,10.49,23,1190599.08,active,2025-02-27T19:22:56,2027-01-27T19:22:56
1044,1333,personal,2737.73,6.37,31,2424.62,active,2026-01-25T01:37:14,2028-08-25T01:37:14
1045,1830,personal,5671.2,8.5,23,2494.36,defaulted,2026-02-01T01:08:54,2028-01-01T01:08:54
1046,2122,auto,406550.99,5.75,34,400513.66,active,2026-04-29T10:32:55,2029-03-01T10:32:55
1047,3154,personal,214746.59,8.6,46,136701.31,active,2024-08-03T18:14:21,2028-06-03T18:14:21
1048,4598,student,92376.33,5.66,232,92060.75,active,2026-04-12T16:40:39,2045-08-12T16:40:39
1049,3223,personal,1842058.14,14.5,28,0,paid_off,2025-03-20T15:47:28,2027-07-20T15:47:28
1050,3322,mortgage,355613.87,5.47,301,352228,active,2026-02-07T13:50:21,2051-03-07T13:50:21
1051,296,personal,11678.19,13.18,14,0,paid_off,2024-07-23T00:55:28,2025-09-23T00:55:28
1052,2302,personal,181346.09,14.98,51,158746.2,late,2025-11-02T13:55:29,2030-02-02T13:55:29
1053,2983,credit_line,3888902.94,16.99,26,2412039.31,active,2025-04-19T03:27:45,2027-06-19T03:27:45
1054,4001,personal,26679.68,7.98,13,26529.27,active,2026-05-13T22:55:07,2027-06-13T22:55:07
1055,1222,personal,30054.02,13.1,13,18578.51,defaulted,2023-02-05T07:26:34,2024-03-05T07:26:34
1056,316,credit_line,49210.59,9.04,14,0,paid_off,2023-09-03T23:27:10,2024-11-03T23:27:10
1057,4722,auto,297546.81,6.12,42,80979.38,active,2023-09-08T05:46:39,2027-03-08T05:46:39
1058,1165,business,14718781.46,10.2,61,6595041.36,defaulted,2023-05-20T22:35:17,2028-06-20T22:35:17
1059,4922,personal,10254.73,17.58,24,0,paid_off,2022-11-02T19:03:17,2024-11-02T19:03:17
1060,822,personal,4167.07,8.52,44,3482.63,defaulted,2025-10-12T05:18:53,2029-06-12T05:18:53
1061,4069,personal,21311.61,15.17,49,21111.02,active,2026-05-02T17:15:40,2030-06-02T17:15:40
1062,3813,auto,37937.06,4.12,81,31199.49,active,2024-09-20T00:20:25,2031-06-20T00:20:25
1063,2131,mortgage,134063.08,2.74,248,124060.62,active,2024-06-18T23:47:51,2045-02-18T23:47:51
1064,3333,mortgage,361316.87,5.06,274,345739.37,active,2025-04-02T06:07:22,2048-02-02T06:07:22
1065,3105,personal,10847,16.81,23,10606.19,active,2026-04-25T15:16:08,2028-03-25T15:16:08
1066,3299,auto,41799.09,4.71,81,34942.28,active,2024-10-31T07:09:16,2031-07-31T07:09:16
1067,3584,personal,8189.75,6.23,52,8187.17,active,2026-05-16T04:55:16,2030-09-16T04:55:16
1068,2258,personal,10313.4,11.91,29,9101.59,active,2026-01-13T16:19:12,2028-06-13T16:19:12
1069,3673,mortgage,299378.33,6.02,276,282028.59,active,2024-09-16T03:13:15,2047-09-16T03:13:15
1070,3596,auto,7688.44,9.32,61,6415.54,active,2025-06-20T13:23:02,2030-07-20T13:23:02
1071,4078,personal,35587.89,12.76,33,28908.15,active,2025-09-01T16:23:33,2028-06-01T16:23:33
1072,2903,personal,3971121.62,7.2,39,2305346.45,defaulted,2026-01-14T01:09:44,2029-04-14T01:09:44
1073,2090,credit_line,785369.63,21.33,19,29591.07,active,2024-06-15T00:19:45,2026-01-15T00:19:45
1074,2845,auto,39472.27,9.23,67,33205.01,active,2025-05-13T11:31:49,2030-12-13T11:31:49
1075,4291,mortgage,436198.54,3.11,129,357783.65,active,2024-05-06T15:17:58,2035-02-06T15:17:58
1076,2566,auto,26692.49,6.48,41,26668.09,active,2026-05-15T13:36:45,2029-10-15T13:36:45
1077,4232,student,51834.41,6.07,229,51317.4,late,2026-02-27T20:39:11,2045-03-27T20:39:11
1078,2508,student,3143448.64,6.43,231,3126141.87,active,2026-03-30T20:08:42,2045-06-30T20:08:42
1079,1928,business,164873.56,9.69,26,126856.83,active,2025-11-04T20:11:43,2028-01-04T20:11:43
1080,3678,personal,84173.23,10.54,19,0,paid_off,2024-07-03T11:19:28,2026-02-03T11:19:28
1081,3197,auto,89570.65,5.73,54,89186.12,active,2026-05-09T05:58:59,2030-11-09T05:58:59
1082,2756,personal,3090.47,15.24,33,0,paid_off,2023-08-01T21:22:04,2026-05-01T21:22:04
1083,2868,business,50721.3,12.32,55,42132.32,active,2025-08-04T06:33:53,2030-03-04T06:33:53
1084,811,mortgage,484225.58,6.04,268,218581.77,defaulted,2026-02-28T13:14:36,2048-06-28T13:14:36
1085,2891,mortgage,30506629.6,5.81,302,29617398.14,active,2025-08-03T10:09:12,2050-10-03T10:09:12
1086,4483,personal,128713.89,15.29,36,112173.87,active,2025-12-19T18:26:03,2028-12-19T18:26:03
1087,2876,personal,4985.47,15.57,31,3715.5,late,2025-09-03T12:28:47,2028-04-03T12:28:47
1088,2087,business,206043.54,6.15,71,103490.61,active,2022-11-08T09:57:56,2028-10-08T09:57:56
1089,1605,personal,10098.8,15.63,47,8045.25,active,2025-04-25T03:20:49,2029-03-25T03:20:49
1090,4712,auto,50732.51,9.5,25,27301.59,late,2025-01-03T19:25:29,2027-02-03T19:25:29
1091,2786,personal,18776.37,7.7,53,11540.37,active,2024-03-14T07:04:26,2028-08-14T07:04:26
1092,4400,personal,1788225.02,9.43,30,1668946.77,late,2026-02-27T07:27:46,2028-08-27T07:27:46
1093,3853,personal,8328.57,10.11,36,8252.39,active,2026-05-02T23:17:55,2029-05-02T23:17:55
1094,865,auto,18668.68,6.49,74,17829.75,active,2026-01-20T23:46:24,2032-03-20T23:46:24
1095,2351,auto,238836.15,8.75,48,229425.11,active,2026-02-27T10:06:40,2030-02-27T10:06:40
1096,148,mortgage,527259.92,3.45,229,523437.95,late,2026-03-11T23:22:30,2045-04-11T23:22:30
1097,2136,personal,9011.49,8.23,56,7594.39,active,2025-05-20T23:21:37,2030-01-20T23:21:37
1098,4521,auto,54453.23,5.67,32,20402.02,active,2024-05-15T15:53:36,2027-01-15T15:53:36
1099,3380,business,2808104.48,8.14,98,2804439.52,active,2026-05-12T07:43:28,2034-07-12T07:43:28
1100,2861,personal,472088.16,16.62,15,0,paid_off,2024-07-06T19:30:10,2025-10-06T19:30:10
1101,3477,personal,13930.9,7.33,34,7539.88,active,2024-09-11T04:02:47,2027-07-11T04:02:47
1102,3358,auto,34872.58,8.55,42,32782.63,active,2026-02-23T11:48:14,2029-08-23T11:48:14
1103,4417,personal,5468.27,12.89,22,2770.05,defaulted,2023-12-25T12:56:40,2025-10-25T12:56:40
1104,801,mortgage,224237.21,2.5,341,195133.75,active,2022-04-21T00:41:53,2050-09-21T00:41:53
1105,1458,credit_line,26454.99,15.46,17,17986.53,active,2025-11-20T03:16:04,2027-04-20T03:16:04
1106,4180,business,69964.32,7.95,99,35145.55,defaulted,2024-10-22T12:47:28,2033-01-22T12:47:28
1107,4335,personal,8055.39,14.39,14,4268.69,active,2025-09-28T10:22:27,2026-11-28T10:22:27
1108,1082,auto,12076.3,8.56,75,10832.5,active,2025-08-07T18:21:46,2031-11-07T18:21:46
1109,2035,mortgage,426591.85,4.53,350,381053.57,late,2022-02-21T13:41:44,2051-04-21T13:41:44
1110,657,auto,37621.29,9.49,74,27294.37,defaulted,2026-01-23T00:50:39,2032-03-23T00:50:39
1111,1100,mortgage,410510.58,6.86,312,312920.23,defaulted,2026-04-25T03:07:36,2052-04-25T03:07:36
1112,3199,personal,25184.49,14.81,48,14283.84,active,2024-06-01T15:10:58,2028-06-01T15:10:58
1113,3685,auto,86382.1,9.99,72,81470.32,active,2026-01-01T21:21:51,2032-01-01T21:21:51
1114,5,personal,14779.1,6.65,35,10588.67,active,2025-06-12T17:30:49,2028-05-12T17:30:49
1115,2198,personal,14142.84,6.73,47,7047.68,defaulted,2025-07-25T10:15:48,2029-06-25T10:15:48
1116,4414,auto,53083.61,6.33,45,28795.32,defaulted,2025-10-26T22:46:35,2029-07-26T22:46:35
1117,3844,student,25007.81,5.26,66,15864.71,defaulted,2025-07-26T09:43:59,2031-01-26T09:43:59
1118,2888,personal,10562.82,13.13,48,10162.44,active,2026-02-28T11:50:32,2030-02-28T11:50:32
1119,4641,auto,10933.06,6.44,43,10839.27,active,2026-05-03T22:30:33,2029-12-03T22:30:33
1120,1527,mortgage,883343.6,3.98,206,712900.38,defaulted,2026-02-09T16:02:14,2043-04-09T16:02:14
1121,4957,auto,46136,8.2,56,40287.25,active,2025-08-17T14:30:35,2030-04-17T14:30:35
1122,302,personal,134481.2,11.53,48,121555.05,active,2025-12-20T08:26:18,2029-12-20T08:26:18
1123,3335,mortgage,449483.01,4.38,308,428621.24,active,2024-09-14T05:09:28,2050-05-14T05:09:28
1124,222,personal,571067.93,6.01,29,444190.13,defaulted,2025-10-13T08:52:08,2028-03-13T08:52:08
1125,4197,business,117224.67,10.31,38,106828.6,active,2025-12-23T12:51:40,2029-02-23T12:51:40
1126,2982,personal,15359.3,13.13,25,12921.84,defaulted,2026-01-13T02:50:52,2028-02-13T02:50:52
1127,4270,business,64871.68,7.55,73,47823.29,active,2024-08-17T09:18:42,2030-09-17T09:18:42
1128,4360,mortgage,3703168.07,4.88,253,3268071.18,active,2023-09-06T18:23:22,2044-10-06T18:23:22
1129,2536,auto,36231.13,4.01,34,33876.4,active,2026-03-08T00:49:02,2029-01-08T00:49:02
1130,4800,business,27694519.65,5.04,92,21762143.09,active,2024-02-02T11:51:59,2031-10-02T11:51:59
1131,4164,personal,22725.17,9.73,58,9767.88,defaulted,2025-07-05T09:11:39,2030-05-05T09:11:39
1132,1274,auto,37514.09,5.73,36,36358.4,active,2026-04-01T22:40:19,2029-04-01T22:40:19
1133,3557,personal,107953.11,13.86,12,56664.47,defaulted,2025-12-09T23:12:18,2026-12-09T23:12:18
1134,3168,auto,42086.79,7.09,41,15209.86,active,2023-11-30T20:28:27,2027-04-30T20:28:27
1135,4974,personal,16721.31,8.45,28,16310.91,active,2026-04-25T17:04:04,2028-08-25T17:04:04
1136,624,personal,8862.11,7.63,12,0,paid_off,2024-02-18T10:46:24,2025-02-18T10:46:24
1137,4159,personal,1072756.74,14.93,29,448990.17,defaulted,2025-11-28T23:53:10,2028-04-28T23:53:10
1138,1188,auto,42512844.56,8.73,41,41896852.71,active,2026-04-27T13:30:55,2029-09-27T13:30:55
1139,4496,auto,27668.16,7.32,37,26301.41,active,2026-03-21T17:57:56,2029-04-21T17:57:56
1140,2655,business,172017.53,10.97,90,131798.66,active,2024-08-11T03:02:30,2032-02-11T03:02:30
1141,2393,auto,146298.66,6.42,46,129004.85,defaulted,2024-10-20T07:14:39,2028-08-20T07:14:39
1142,1606,business,312020.86,6.5,36,0,paid_off,2025-03-28T20:40:47,2028-03-28T20:40:47
1143,3969,auto,135089.6,5.88,78,120714.21,defaulted,2026-05-04T00:06:53,2032-11-04T00:06:53
1144,270,personal,22816.23,8.75,19,16151.49,defaulted,2025-02-24T13:00:04,2026-09-24T13:00:04
1145,1750,mortgage,197169.7,3.31,141,196893.69,active,2026-05-10T17:41:33,2038-02-10T17:41:33
1146,2639,personal,80806.38,16.17,27,42075.23,defaulted,2026-05-10T04:31:44,2028-08-10T04:31:44
1147,4314,mortgage,327919.7,3.91,261,324889.79,active,2026-02-21T02:45:17,2047-11-21T02:45:17
1148,3561,personal,16798.34,16.74,24,8182.06,active,2025-02-24T06:26:06,2027-02-24T06:26:06
1149,3273,personal,20371.31,17.17,18,0,paid_off,2023-04-21T03:24:16,2024-10-21T03:24:16
1150,3891,mortgage,324625.48,4.49,310,320874.86,active,2026-01-04T10:02:10,2051-11-04T10:02:10
1151,3284,auto,45640.81,4.21,82,45406.88,active,2026-04-30T00:21:40,2033-03-02T00:21:40
1152,4687,mortgage,25759261.29,5.34,358,11974701.62,defaulted,2025-04-01T16:03:18,2055-02-01T16:03:18
1153,1142,credit_line,40412.61,15.52,20,20583.81,defaulted,2026-03-22T10:46:35,2027-11-22T10:46:35
1154,795,mortgage,187228.09,5.37,134,138017.02,active,2022-12-11T09:33:43,2034-02-11T09:33:43
1155,4605,personal,1104913.88,12.3,41,379520.63,active,2024-01-23T23:52:50,2027-06-23T23:52:50
1156,2182,auto,238134.85,9.39,30,81392.86,active,2024-05-12T00:06:49,2026-11-12T00:06:49
1157,2759,auto,171433.94,6.84,65,126896.09,late,2024-10-18T22:44:29,2030-03-18T22:44:29
1158,2348,personal,4299.72,6.56,53,3367.92,active,2025-02-22T02:38:30,2029-07-22T02:38:30
1159,1319,personal,3038.91,6.5,15,0,paid_off,2024-08-07T10:20:18,2025-11-07T10:20:18
1160,2493,auto,147730.22,6.23,81,123782.52,active,2025-02-04T16:03:07,2031-11-04T16:03:07
1161,2091,business,1606650.45,10.04,102,1279751.61,active,2024-08-21T14:58:01,2033-02-21T14:58:01
1162,2101,personal,67308.55,11.24,19,1180.6,active,2023-02-13T00:15:16,2024-09-13T00:15:16
1163,796,auto,22705.29,6.48,48,19327.84,active,2025-08-27T00:56:04,2029-08-27T00:56:04
1164,276,business,879189.07,12.57,43,764982.57,active,2025-11-25T10:07:38,2029-06-25T10:07:38
1165,4915,auto,48409.55,7.46,32,36328.65,defaulted,2026-05-14T18:39:57,2029-01-14T18:39:57
1166,1271,mortgage,75606421.73,2.75,327,75020185.51,active,2026-02-24T04:08:28,2053-05-24T04:08:28
1167,1002,mortgage,497256.33,4.48,186,404805.76,active,2022-10-21T13:07:52,2038-04-21T13:07:52
1168,3205,mortgage,860796.48,3.97,341,857340.1,active,2026-03-28T03:16:40,2054-08-28T03:16:40
1169,2914,business,1669379.8,13.91,90,1609839.28,active,2026-02-05T01:29:16,2033-08-05T01:29:16
1170,710,mortgage,306164.24,6,275,297556.32,late,2025-07-19T09:03:04,2048-06-19T09:03:04
1171,1032,mortgage,3153464.21,6.1,341,3030531.64,active,2025-03-21T06:44:47,2053-08-21T06:44:47
1172,4270,auto,40849.9,5.42,73,36172.59,active,2025-07-09T09:18:16,2031-08-09T09:18:16
1173,3814,auto,293855.69,8.47,30,266545.72,active,2026-02-03T02:57:16,2028-08-03T02:57:16
1174,4368,personal,4314.12,13.12,57,2495.59,active,2023-08-17T22:14:53,2028-05-17T22:14:53
1175,2145,auto,24603.28,9.89,26,0,paid_off,2024-03-11T18:47:24,2026-05-11T18:47:24
1176,1111,student,75795.24,6.68,123,37225.13,defaulted,2021-11-04T23:16:32,2032-02-04T23:16:32
1177,437,personal,442391.37,11.09,48,399794.13,active,2025-12-03T20:57:59,2029-12-03T20:57:59
1178,238,personal,19800.82,10.35,50,3500.34,active,2021-11-13T16:30:11,2026-01-13T16:30:11
1179,3609,personal,121533.01,10.57,48,64527,active,2024-03-17T18:58:46,2028-03-17T18:58:46
1180,4938,auto,825048.57,6.3,36,634302.23,defaulted,2023-09-22T16:24:19,2026-09-22T16:24:19
1181,629,mortgage,29950438.77,6.73,220,29184817.76,active,2025-10-08T02:29:34,2044-02-08T02:29:34
1182,4169,mortgage,8805800.61,5.65,305,8804098.93,late,2026-05-14T20:43:12,2051-10-14T20:43:12
1183,2923,mortgage,320362.51,4.99,139,240110.71,active,2023-03-31T19:13:09,2034-10-31T19:13:09
1184,490,auto,93632.05,4.79,78,70874.7,active,2024-09-13T21:38:37,2031-03-13T21:38:37
1185,3168,student,51534.17,5.54,217,48038.12,active,2024-08-16T21:02:58,2042-09-16T21:02:58
1186,3247,auto,86888.52,9.92,43,78510.75,active,2025-12-19T18:59:31,2029-07-19T18:59:31
1187,3058,auto,42849.21,7.03,50,27881.47,late,2024-06-04T08:28:12,2028-08-04T08:28:12
1188,3244,personal,8050.94,16.48,20,779.22,late,2024-05-23T00:29:12,2026-01-23T00:29:12
1189,4906,auto,48092.81,4.51,27,29239.93,active,2025-04-04T08:24:38,2027-07-04T08:24:38
1190,3409,personal,9954.32,13.79,44,6020.36,defaulted,2023-08-25T04:21:42,2027-04-25T04:21:42
1191,3299,auto,16791,7.76,43,15269.79,active,2025-12-01T20:30:53,2029-07-01T20:30:53
1192,1124,mortgage,146113.94,6.94,258,141038.76,active,2025-07-08T23:18:39,2047-01-08T23:18:39
1193,4345,auto,51363.14,9.41,78,29037.19,defaulted,2024-10-07T05:34:18,2031-04-07T05:34:18
1194,1977,auto,22023.33,7,62,21938.79,active,2026-05-08T03:47:55,2031-07-08T03:47:55
1195,2693,auto,19143.55,6.14,40,10250.11,active,2024-10-10T03:03:58,2028-02-10T03:03:58
1196,3621,auto,86288.44,6.58,82,75606.74,late,2025-03-11T11:54:32,2032-01-11T11:54:32
1197,82,personal,20150.23,7.52,40,19734.36,late,2026-04-20T03:11:55,2029-08-20T03:11:55
1198,3946,auto,497452.38,5.15,81,412263.53,defaulted,2024-03-27T19:06:33,2030-12-27T19:06:33
1199,2586,auto,52257.32,9.89,69,44038.3,late,2025-06-19T11:16:17,2031-03-19T11:16:17
1200,4724,mortgage,90232.39,3.96,339,82068.09,active,2023-01-21T20:45:11,2051-04-21T20:45:11
1201,3132,auto,29751.69,9.33,52,26681.03,defaulted,2025-10-29T18:44:35,2030-03-01T18:44:35
1202,4189,student,789527.58,3.59,86,576301.88,active,2024-03-16T10:22:25,2031-05-16T10:22:25
1203,4672,personal,24430.7,6.34,48,16856.41,active,2024-09-28T19:38:05,2028-09-28T19:38:05
1204,1520,mortgage,17977369.63,3.94,281,17137967.83,active,2025-02-19T02:42:14,2048-07-19T02:42:14
1205,861,business,195738526.4,12.39,90,179348867.97,late,2025-08-06T16:40:27,2033-02-06T16:40:27
1206,2211,auto,44370.49,4.82,57,36633.49,defaulted,2025-03-02T17:42:59,2029-12-02T17:42:59
1207,859,auto,8279.04,8.19,59,2680.03,active,2022-10-25T03:26:58,2027-09-25T03:26:58
1208,3792,personal,410176.86,9.8,43,398854.65,active,2026-03-31T05:55:56,2029-10-31T05:55:56
1209,4390,personal,22118.15,8.02,12,0,paid_off,2024-06-16T20:12:39,2025-06-16T20:12:39
1210,3591,auto,11530.19,7.36,35,4462.84,active,2024-04-04T06:39:19,2027-03-04T06:39:19
1211,4493,auto,31190.86,7.3,62,30304.08,late,2026-03-10T20:53:22,2031-05-10T20:53:22
1212,3651,auto,276449.88,9.23,32,76400.74,late,2024-04-20T06:35:51,2026-12-20T06:35:51
1213,1927,mortgage,359409.21,3.51,176,311975.64,active,2023-12-31T16:13:46,2038-08-31T16:13:46
1214,2439,personal,3374.95,15.76,18,2552.41,active,2025-12-28T20:10:28,2027-06-28T20:10:28
1215,4457,personal,10555.75,16.82,20,0,paid_off,2023-12-17T08:44:32,2025-08-17T08:44:32
1216,1341,student,2813015.63,4.48,165,2682912.68,active,2025-09-03T06:20:19,2039-06-03T06:20:19
1217,3464,business,130068.13,9.61,55,108625.78,active,2025-06-19T13:23:54,2030-01-19T13:23:54
1218,2812,auto,369861.44,5.98,79,363255.75,active,2026-03-28T11:58:32,2032-10-28T11:58:32
1219,2966,student,343764.7,5.01,167,253148.4,defaulted,2025-11-13T23:19:12,2039-10-13T23:19:12
1220,2633,student,55221.09,4.89,175,52516.91,active,2025-08-09T11:54:53,2040-03-09T11:54:53
1221,582,business,74190.03,8.5,97,64658.96,active,2025-02-03T00:22:02,2033-03-03T00:22:02
1222,1845,mortgage,38103529.66,3.96,169,37666474.97,active,2026-02-27T22:04:55,2040-03-27T22:04:55
1223,2267,auto,26277.47,8.42,47,21155.19,defaulted,2025-02-21T16:22:29,2029-01-21T16:22:29
1224,4607,auto,1338308.31,8.91,55,1190297,active,2025-09-18T06:48:13,2030-04-18T06:48:13
1225,3600,personal,2237136.87,7.14,51,2202890.06,active,2026-04-22T23:35:30,2030-07-22T23:35:30
1226,806,mortgage,6326449.21,4.29,309,6276567.51,late,2026-02-13T11:07:37,2051-11-13T11:07:37
1227,3964,auto,9627.74,8.08,34,9285.65,active,2026-03-31T03:56:19,2029-01-31T03:56:19
1228,4992,student,12543.87,6.6,105,11674.1,active,2025-09-24T11:59:36,2034-06-24T11:59:36
1229,3705,business,198626.82,8.75,114,192697.8,active,2026-01-23T00:00:03,2035-07-23T00:00:03
1230,3372,auto,594016.27,6.9,37,418878.68,active,2025-06-06T13:09:29,2028-07-06T13:09:29
1231,249,business,573577.14,10.8,111,501422.29,active,2024-10-09T21:39:04,2034-01-09T21:39:04
1232,1415,personal,1452.92,17.62,35,0,paid_off,2021-10-10T19:26:46,2024-09-10T19:26:46
1233,903,personal,27472.91,15.58,26,5511.37,late,2024-01-08T06:30:39,2026-03-08T06:30:39
1234,3078,personal,26265,14.02,13,21192.24,active,2026-02-27T03:15:31,2027-03-27T03:15:31
1235,1887,student,39955.22,3.87,61,28521.59,active,2024-11-17T20:48:19,2029-12-17T20:48:19
1236,791,personal,26511.94,10.15,30,18822.03,active,2025-05-05T03:34:03,2027-11-05T03:34:03
1237,1205,personal,37211.26,9.75,48,10695.46,active,2023-04-24T09:15:45,2027-04-24T09:15:45
1238,4592,personal,13240.75,6.61,32,9578.33,defaulted,2024-10-10T15:38:27,2027-06-10T15:38:27
1239,4397,personal,12355.11,12,49,12245.51,late,2026-04-29T18:00:27,2030-05-29T18:00:27
1240,4187,personal,110690.39,17.3,59,93429.22,active,2025-05-01T07:48:55,2030-04-01T07:48:55
1241,3656,mortgage,255310.59,5.53,359,254369.14,active,2026-04-04T02:44:05,2056-03-04T02:44:05
1242,4844,auto,50245.71,7.81,46,0,paid_off,2022-05-20T02:15:05,2026-03-20T02:15:05
1243,3636,personal,17358.77,8.2,27,14578.99,defaulted,2026-04-24T23:47:23,2028-07-24T23:47:23
1244,410,personal,1024588.57,13.26,24,924339.4,active,2026-02-23T12:16:58,2028-02-23T12:16:58
1245,2075,personal,1872450.25,17.89,28,965856.48,active,2025-03-28T09:32:26,2027-07-28T09:32:26
1246,2573,personal,4003.23,15.15,25,2976.42,active,2025-10-15T20:44:44,2027-11-15T20:44:44
1247,839,personal,15918.1,17.16,38,11517.02,active,2025-04-11T10:35:49,2028-06-11T10:35:49
1248,2707,mortgage,513271.01,6.84,223,462926.24,active,2024-06-29T13:29:28,2043-01-29T13:29:28
1249,2387,auto,11003.48,8.98,33,700.35,late,2023-03-19T19:04:41,2025-12-19T19:04:41
1250,1569,auto,36692.19,8.26,53,35384.27,active,2026-03-04T06:37:36,2030-08-04T06:37:36
1251,3778,mortgage,387714.92,5.91,223,387206.2,active,2026-05-07T05:33:36,2044-12-07T05:33:36
1252,4533,auto,216109.92,4.19,49,117245.56,defaulted,2025-08-18T05:11:25,2029-09-18T05:11:25
1253,405,auto,220051.33,7.81,26,213725.41,active,2026-04-23T05:42:42,2028-06-23T05:42:42
1254,1079,auto,41648.49,9.49,75,39538.07,active,2026-01-17T04:47:02,2032-04-17T04:47:02
1255,1308,auto,78148.23,4.57,41,50669.45,active,2024-12-15T15:53:50,2028-05-15T15:53:50
1256,4468,auto,46325.21,4.58,73,39387.44,active,2025-05-11T20:38:59,2031-06-11T20:38:59
1257,2929,personal,283510,8.88,25,251515.58,active,2026-02-08T14:18:52,2028-03-08T14:18:52
1258,4593,mortgage,126382.67,3.27,146,122123.27,late,2025-11-02T00:05:30,2038-01-02T00:05:30
1259,1681,student,53560.75,7.63,202,44535.26,defaulted,2021-11-23T15:23:06,2038-09-23T15:23:06
1260,757,personal,17271.72,17.67,49,6633.79,active,2023-11-07T21:40:18,2027-12-07T21:40:18
1261,2829,auto,48544.3,8.68,34,46188.11,active,2026-03-08T04:07:16,2029-01-08T04:07:16
1262,542,auto,40687.97,7.48,40,33527.87,active,2025-07-18T16:31:22,2028-11-18T16:31:22
1263,46,business,178573.34,8.81,93,100256.01,active,2022-08-17T01:13:21,2030-05-17T01:13:21
1264,1068,auto,62318.48,6.5,63,49413.19,active,2024-12-07T07:57:52,2030-03-07T07:57:52
1265,2916,mortgage,79098.46,2.95,134,77088.54,active,2026-01-30T13:19:45,2037-03-30T13:19:45
1266,3788,auto,61608.84,7.76,31,57054.88,active,2026-02-17T22:08:40,2028-09-17T22:08:40
