id,account_id,card_id,merchant_id,amount,currency,type,status,description,created_at
89682,3980,,363,51.22,PLN,purchase,completed,Spotify North (UA) (Streaming),2024-07-14T18:57:56
89683,5746,,453,3.67,AED,deposit,completed,Deposit - Salary,2025-11-01T23:54:37
89684,7836,,463,220.74,EUR,withdrawal,completed,ATM withdrawal at ATM - Barclays Express (SE),2026-03-11T20:34:09
89685,3417,2735,280,10.28,EUR,purchase,completed,Theatre Royal North (NL) (Entertainment),2024-09-15T19:51:41
89686,4758,,291,579.29,TRY,purchase,completed,Digital Den Downtown (SG) (Electronics),2026-05-10T12:43:39
89687,7659,,262,853.72,CAD,purchase,reversed,EcoEnergy North (CA) (Utilities),2026-04-16T06:57:37
89688,887,,16,36.69,EUR,purchase,completed,Orange South (PL) (Telecom),2025-12-17T21:28:20
89689,5627,,447,20.65,CAD,purchase,reversed,Bolt #759 (TR) (Transport),2024-10-04T05:40:12
89690,322,276,405,63.8,EUR,purchase,completed,BookDepot North (BR) (Online Retail),2026-05-03T16:02:39
89691,7460,,475,9.95,EUR,purchase,pending,Morning Cup Plaza (ZA) (Coffee Shops),2025-11-21T17:52:45
89692,5327,,281,558.1,PLN,purchase,failed,FitClub Express (ES) (Health/Fitness),2025-11-14T17:26:41
89693,5174,,87,109473.7,JPY,purchase,completed,SkyJet South (US) (Travel - Airlines),2026-02-14T20:03:17
89694,7443,5947,308,586.05,AUD,purchase,completed,Skillshare #571 (ZA) (Education),2026-05-08T21:42:41
89695,2226,,104,360.85,USD,deposit,failed,Deposit - Inbound payment,2026-05-05T02:29:27
89696,1746,1437,43,467.62,EUR,purchase,completed,StyleCo Central (GB) (Clothing),2024-10-26T10:35:00
89697,1376,,112,59.81,USD,deposit,reversed,Deposit - Salary,2026-04-19T14:34:04
89698,5241,,53,175.63,DKK,deposit,completed,Deposit - Salary,2025-02-15T07:38:25
89699,5898,,488,0.79,GBP,purchase,completed,Couture House Central (MX) (Clothing),2026-04-03T06:30:17
89700,4000,3200,362,673.54,CAD,purchase,completed,TransAir #471 (IN) (Travel - Airlines),2025-11-04T06:44:38
89701,5589,,371,336.64,USD,purchase,completed,Skillshare Express (MX) (Education),2025-11-09T13:57:35
89702,6555,,362,546.83,SGD,purchase,pending,TransAir #471 (IN) (Travel - Airlines),2026-01-27T23:32:09
89703,3651,2925,228,7.35,EUR,purchase,completed,Morning Cup Express (ZA) (Coffee Shops),2026-04-16T21:07:27
89704,8982,7194,49,61.35,USD,purchase,failed,TotalEnergies Central (FR) (Fuel),2025-10-16T10:14:27
89705,60,,397,11.99,SGD,purchase,failed,Bean & Brew Central (IT) (Coffee Shops),2025-04-06T02:54:16
89706,8340,6678,118,9.3,EUR,purchase,completed,CafeRoma #214 (UA) (Coffee Shops),2025-12-14T12:21:53
89707,2789,,352,1.34,SGD,purchase,completed,Bolt Plaza (IN) (Transport),2025-10-22T20:09:52
89708,6180,4932,427,159.43,PLN,deposit,completed,Deposit - Salary,2024-11-27T03:25:00
89709,4742,,122,87.09,EUR,deposit,completed,Deposit - Inbound payment,2026-05-01T06:03:36
89710,352,296,325,70.54,USD,purchase,completed,La Tavola North (NL) (Restaurants),2026-03-21T06:24:47
89711,1414,,162,4.98,EUR,deposit,completed,Deposit - Salary,2026-05-14T00:58:46
89712,1290,,247,56.38,EUR,purchase,completed,NationalGas South (AU) (Utilities),2026-04-14T20:15:24
89713,9130,,112,0.92,EUR,purchase,failed,CityPharm Central (IN) (Pharmacy),2026-01-19T00:37:35
89714,4079,,459,53.36,GBP,purchase,completed,Spice Route South (JP) (Restaurants),2026-03-20T20:27:13
89715,6973,,471,5,BRL,purchase,completed,BuildMart #927 (AU) (Home Improvement),2026-02-02T00:59:04
89716,8744,,354,11428.81,JPY,purchase,completed,FitClub Central (GB) (Health/Fitness),2026-05-06T20:21:49
89717,5027,,159,18,ZAR,purchase,reversed,TransAir Express (ES) (Travel - Airlines),2026-05-15T07:22:26
89718,8452,,40,3017.57,INR,purchase,completed,The Hungry Fork North (BR) (Restaurants),2026-05-13T00:44:01
89719,4404,,430,0.92,EUR,purchase,completed,HealthPlus Pharmacy Online (JP) (Pharmacy),2026-04-15T10:16:48
89720,3810,,97,86.3,GBP,purchase,completed,City Electric Plaza (GB) (Utilities),2026-04-07T17:53:32
89721,4521,,11,1754.4,INR,purchase,completed,Spice Route #219 (SE) (Restaurants),2026-03-22T18:40:26
89722,2229,,102,151.42,AUD,purchase,completed,T-Mobile #310 (MX) (Telecom),2025-10-29T06:00:47
89723,3393,,380,352.59,USD,purchase,reversed,AllShield Online (TR) (Insurance),2025-07-28T11:35:35
89724,871,,307,179.4,PLN,purchase,completed,Petrol Plus North (NL) (Fuel),2025-09-27T06:57:45
89725,8117,,319,22039.59,INR,purchase,completed,Coursera Express (NL) (Education),2025-07-14T09:07:44
89726,1442,,121,39062.24,INR,purchase,pending,BlueWings Plaza (NL) (Travel - Airlines),2025-10-03T20:14:04
89727,1815,1494,207,302.36,TRY,purchase,reversed,Petrol Plus Online (FR) (Fuel),2026-05-05T18:30:22
89728,1993,,443,445.71,EUR,purchase,pending,TransAir Downtown (DE) (Travel - Airlines),2026-02-27T16:38:55
89729,2623,,274,3143.84,BRL,purchase,completed,BlueWings Plaza (US) (Travel - Airlines),2025-07-31T21:57:41
89730,5830,,150,166.6,USD,purchase,pending,Sakura Sushi South (IN) (Restaurants),2025-07-05T04:20:30
89731,6395,,416,46.97,EUR,purchase,completed,Apteka 24 Online (AE) (Pharmacy),2026-05-01T14:32:28
89732,4415,,396,53.04,EUR,deposit,completed,Deposit - Salary,2025-05-27T04:31:25
89733,3262,,389,57.11,EUR,purchase,completed,The Hungry Fork Plaza (GB) (Restaurants),2025-08-21T16:30:50
89734,5463,,52,15.17,EUR,purchase,failed,T-Mobile Plaza (UA) (Telecom),2026-01-14T07:52:08
89735,6150,4910,323,791.39,SEK,purchase,completed,City University Bookstore Online (IT) (Education),2025-10-11T01:13:00
89736,5492,,113,104.36,EUR,purchase,completed,ProBuilders Supply Express (NL) (Home Improvement),2025-03-27T23:04:15
89737,5043,,59,1690.05,SEK,purchase,completed,eBay Express (NL) (Online Retail),2025-09-16T03:09:14
89738,3473,2776,407,11.56,EUR,purchase,reversed,FreeNow South (FR) (Transport),2025-12-01T22:51:28
89739,2806,,407,21.24,EUR,purchase,completed,FreeNow South (FR) (Transport),2024-12-04T02:41:01
89740,6849,5464,247,181.15,EUR,purchase,completed,NationalGas South (AU) (Utilities),2026-01-15T03:05:01
89741,1008,,199,84,INR,purchase,failed,Skillshare Plaza (UA) (Education),2024-11-07T22:29:49
89742,3740,,307,208.23,PLN,purchase,completed,Petrol Plus North (NL) (Fuel),2024-12-22T20:59:20
89743,1305,,321,502.44,EUR,purchase,completed,Digital Den Express (ES) (Electronics),2026-04-04T18:51:20
89744,600,,156,119.95,EUR,purchase,completed,Trendline North (UA) (Clothing),2026-01-23T11:48:03
89745,1983,,234,14.25,USD,purchase,completed,Sub Shack Online (SG) (Fast Food),2026-01-22T13:41:32
89746,7757,,226,107.04,EUR,deposit,completed,Deposit - Inbound payment,2025-02-19T07:47:52
89747,8479,,172,438.54,USD,purchase,completed,Gadget Hub #12 (CA) (Electronics),2026-04-28T17:27:49
89748,4789,,154,6.51,EUR,purchase,completed,Coursera Downtown (AE) (Education),2026-02-03T02:24:42
89749,307,,230,475.66,USD,deposit,pending,Deposit - Inbound payment,2026-05-07T09:37:35
89750,5912,,411,1.31,USD,purchase,completed,Morning Cup Plaza (AU) (Coffee Shops),2025-08-12T03:09:07
89751,2451,,98,129.94,EUR,withdrawal,completed,ATM withdrawal at ATM - HSBC #297 (UA),2026-01-23T08:21:22
89752,1308,,62,206.17,AED,withdrawal,failed,ATM withdrawal at ATM - Local Bank North (ZA),2026-04-25T21:18:29
89753,8199,,487,153.93,USD,purchase,completed,StyleCo Express (US) (Clothing),2025-10-04T00:59:11
89754,8907,,328,20.98,USD,purchase,completed,Netflix North (BR) (Streaming),2026-03-16T21:49:02
89755,9316,,148,1225.79,UAH,purchase,completed,Spice Route Downtown (ES) (Restaurants),2025-05-31T21:46:59
89756,7979,,63,58.04,EUR,purchase,completed,Burger House Express (NL) (Restaurants),2025-08-29T09:24:03
89757,7500,,122,40.47,USD,purchase,completed,Gulf Express (ES) (Fuel),2025-10-12T08:53:13
89758,2882,2321,128,427.37,USD,transfer,completed,Transfer to acct ****1727,2026-03-06T10:35:00
89759,1823,1500,476,25.75,USD,transfer,completed,Transfer to acct ****5830,2026-03-23T23:55:31
89760,1989,,261,15.16,USD,purchase,completed,BP Downtown (UA) (Fuel),2026-04-04T06:45:34
89761,8056,6443,122,53.4,EUR,purchase,completed,Gulf Express (ES) (Fuel),2026-02-07T08:21:55
89762,6085,,98,39.5,USD,withdrawal,completed,ATM withdrawal at ATM - HSBC #297 (UA),2025-12-26T09:24:06
89763,5573,4432,387,24.5,EUR,purchase,completed,Bolt Online (AU) (Transport),2026-04-20T01:39:54
89764,8592,,181,7.97,EUR,purchase,completed,Morning Cup Express (UA) (Coffee Shops),2025-10-18T21:06:36
89765,549,446,225,80.04,EUR,purchase,failed,Kyivstar Online (SG) (Telecom),2026-03-14T08:31:12
89766,1465,1210,160,86.69,USD,purchase,failed,Trendline Express (SE) (Clothing),2025-06-25T23:01:13
89767,6352,,119,935.51,TRY,deposit,reversed,Deposit - Salary,2026-04-21T19:54:34
89768,6344,5055,376,3.67,AED,withdrawal,completed,ATM withdrawal at ATM - Local Bank Central (FR),2025-05-14T11:13:40
89769,1327,,292,240.63,PLN,purchase,completed,AliExpress Downtown (GB) (Online Retail),2025-10-11T15:09:00
89770,3614,,346,17,MXN,purchase,completed,ProBuilders Supply Express (PL) (Home Improvement),2026-01-22T12:35:31
89771,7981,,379,308.23,SEK,purchase,completed,Wellness Drug Express (TR) (Pharmacy),2025-12-03T06:24:24
89772,8426,6745,2,1,USD,withdrawal,completed,ATM withdrawal at ATM - Citi Central (NL),2026-05-06T03:37:53
89773,7422,,142,697.43,NOK,purchase,completed,Kyivstar Downtown (DE) (Telecom),2025-07-02T10:38:10
89774,2990,,176,12.78,EUR,purchase,completed,FreeNow Express (GB) (Transport),2026-03-27T18:52:18
89775,1995,,450,118.91,PLN,purchase,completed,Marina Resort Express (ES) (Travel - Hotels),2025-10-23T21:42:11
89776,1011,,219,99.49,USD,deposit,completed,Deposit - Salary,2026-04-21T03:58:36
89777,8810,,71,11592.16,ZAR,purchase,completed,CircuitCity Online (ES) (Electronics),2024-10-29T00:02:22
89778,7041,,235,1,USD,purchase,completed,Skillshare #251 (NL) (Education),2026-05-16T11:09:01
89779,3545,2833,399,2.35,EUR,purchase,completed,Lyft Central (CA) (Transport),2026-05-16T14:28:30
89780,8370,,318,0.92,EUR,purchase,completed,Urban Threads North (ZA) (Clothing),2025-03-18T16:20:06
89781,5634,,264,106.55,GBP,deposit,completed,Deposit - Salary,2025-11-12T08:25:18
89782,2795,2241,227,5,BRL,purchase,completed,HealthPlus Pharmacy Express (ES) (Pharmacy),2025-11-14T00:17:21
89783,888,,286,62.36,GBP,purchase,completed,Telia Downtown (BR) (Telecom),2024-09-02T09:17:49
89784,8538,,150,4391.95,INR,deposit,completed,Deposit - Inbound payment,2026-04-01T17:02:26
89785,2173,,487,4,PLN,purchase,completed,StyleCo Express (US) (Clothing),2025-10-17T04:34:40
89786,4502,,374,84.3,EUR,transfer,completed,Transfer to acct ****2425,2026-01-26T19:58:12
89787,7109,5672,21,90.64,EUR,withdrawal,pending,ATM withdrawal at ATM - Citi Express (MX),2026-04-16T09:03:45
89788,3846,,365,239.5,USD,purchase,completed,Udemy Downtown (SG) (Education),2026-04-07T16:20:37
89789,3556,2844,54,84,INR,purchase,completed,The Hungry Fork South (NL) (Restaurants),2025-10-09T15:25:00
89790,4634,,19,124.62,AUD,purchase,completed,Hometown Grocery North (MX) (Groceries),2025-03-29T14:47:57
89791,138,,193,71.58,SGD,purchase,reversed,Daily Foods Plaza (US) (Groceries),2025-12-26T12:24:01
89792,2235,1813,107,131514.71,JPY,purchase,completed,AirGlobal South (PL) (Travel - Airlines),2026-05-11T23:04:17
89793,2516,2026,31,3767.88,JPY,purchase,completed,MovieMax South (SE) (Entertainment),2024-10-28T00:49:48
89794,4976,,131,72.09,EUR,deposit,completed,Deposit - Inbound payment,2026-04-05T01:53:30
89795,2023,,189,76.35,GBP,purchase,completed,YogaHaus Express (US) (Health/Fitness),2025-01-18T01:16:47
89796,8350,,130,209.75,EUR,purchase,completed,Hotel Linden Express (JP) (Travel - Hotels),2025-01-08T08:21:42
89797,6092,,134,852.8,PLN,purchase,completed,GuardLife Plaza (US) (Insurance),2024-12-14T14:33:29
89798,295,252,480,503.03,MXN,purchase,completed,Apteka 24 Express (DE) (Pharmacy),2025-05-21T12:33:05
89799,6046,,161,84.35,EUR,deposit,pending,Deposit - Inbound payment,2026-01-08T20:15:26
89800,3301,,164,36.84,EUR,deposit,failed,Deposit - Salary,2025-03-27T21:52:53
89801,4353,3479,354,54.88,EUR,purchase,completed,FitClub Central (GB) (Health/Fitness),2026-01-07T03:53:46
89802,7598,,328,11.69,EUR,purchase,reversed,Netflix North (BR) (Streaming),2025-12-31T23:05:00
89803,6480,,492,40.2,AUD,deposit,pending,Deposit - Salary,2025-07-21T07:56:18
89804,7273,,348,6.58,GBP,purchase,pending,Morning Cup Express (IN) (Coffee Shops),2025-12-16T05:35:57
89805,6451,,225,56.17,USD,transfer,completed,Transfer to acct ****8072,2025-11-26T10:45:42
89806,7160,,55,53.96,EUR,purchase,completed,Grand Plaza Hotel #126 (ES) (Travel - Hotels),2024-08-28T04:20:18
89807,5562,,333,7417.43,UAH,purchase,pending,AllShield #675 (TR) (Insurance),2026-01-12T12:57:45
89808,1527,,331,0.92,EUR,purchase,failed,Coursera Express (AE) (Education),2026-01-02T13:13:27
89809,4565,3647,259,14384.39,INR,withdrawal,pending,ATM withdrawal at ATM - Chase South (AE),2026-01-09T01:00:47
89810,1252,,446,240.54,AED,purchase,completed,Amazon Central (ES) (Online Retail),2024-07-27T20:37:51
89811,777,,141,864.81,BRL,purchase,failed,ProBuilders Supply Central (NL) (Home Improvement),2025-04-04T09:06:45
89812,8952,,408,36.29,CAD,purchase,completed,BP #331 (DE) (Fuel),2025-10-19T08:53:57
89813,431,,393,0.92,EUR,purchase,completed,T-Mobile Online (US) (Telecom),2025-03-18T20:52:31
89814,2116,,440,72,EUR,purchase,completed,AliExpress Online (TR) (Online Retail),2026-05-09T23:11:12
89815,5133,4090,229,196.17,MXN,purchase,completed,Sub Shack Plaza (GB) (Fast Food),2026-05-12T15:36:11
89816,9438,,149,32.7,EUR,purchase,pending,Wellness Drug Downtown (PL) (Pharmacy),2025-02-03T20:22:14
89817,7385,,31,11.46,EUR,purchase,completed,MovieMax South (SE) (Entertainment),2026-03-06T07:46:16
89818,3715,2976,241,24.46,CAD,purchase,reversed,CarePoint Central (AE) (Pharmacy),2025-12-26T12:51:34
89819,1110,,488,135.6,EUR,purchase,pending,Couture House Central (MX) (Clothing),2025-06-13T04:37:55
89820,1597,,190,238.35,CAD,purchase,reversed,ToolBox North (NL) (Home Improvement),2026-03-03T11:46:21
89821,1309,1077,65,341.05,AED,withdrawal,completed,ATM withdrawal at ATM - Santander Downtown (BR),2026-05-07T13:04:08
89822,2662,,145,7.44,EUR,purchase,completed,eBay Central (CA) (Online Retail),2026-01-02T19:38:30
89823,4823,,481,65.91,SEK,purchase,completed,Espresso Lab Downtown (ZA) (Coffee Shops),2025-12-07T10:28:03
89824,6677,,311,61.51,EUR,withdrawal,completed,ATM withdrawal at ATM - Chase Central (AE),2025-01-23T04:44:53
89825,1423,,75,483.13,CNY,purchase,completed,GreenGrocer North (SG) (Groceries),2025-10-14T09:45:43
89826,5834,,496,159.26,EUR,purchase,completed,City Electric Downtown (AU) (Utilities),2025-05-02T21:57:30
89827,3580,,195,1477.16,DKK,purchase,completed,BookDepot Downtown (AU) (Online Retail),2025-02-13T06:09:53
89828,5675,,403,202.85,AUD,purchase,completed,NationalGas South (JP) (Utilities),2026-02-07T14:26:31
89829,4337,,447,1,USD,deposit,pending,Deposit - Inbound payment,2025-08-16T23:01:10
89830,8898,,431,9.32,USD,purchase,reversed,Disney+ Central (IT) (Streaming),2024-07-12T02:10:04
89831,2997,2420,99,6.26,EUR,purchase,completed,Daily Grind #727 (FR) (Coffee Shops),2024-11-16T02:56:40
89832,590,,375,64.93,GBP,purchase,failed,CrossFit Central South (ES) (Health/Fitness),2026-04-16T18:36:37
89833,5512,4384,79,10.86,CHF,purchase,completed,Netflix North (ZA) (Streaming),2024-11-20T10:47:58
89834,9008,,402,1900.42,JPY,purchase,completed,CinePlex Plaza (PL) (Entertainment),2026-05-13T20:53:45
89835,5703,,84,646.24,EUR,purchase,completed,BP Central (AE) (Fuel),2026-05-03T04:46:12
89836,8694,,417,1,USD,purchase,completed,CityPharm Downtown (SG) (Pharmacy),2026-04-27T06:52:18
89837,7491,,5,91.34,EUR,purchase,completed,NationalGas #911 (TR) (Utilities),2025-12-17T00:56:48
89838,1383,,94,27.4,EUR,purchase,completed,Esso North (AE) (Fuel),2026-05-13T15:01:11
89839,6501,5181,314,13.91,EUR,purchase,completed,Sakura Sushi North (PL) (Restaurants),2026-04-25T15:31:25
89840,6499,,211,98.47,EUR,purchase,completed,Electroville Downtown (AE) (Electronics),2024-12-13T16:30:23
89841,2059,,13,228.47,ZAR,deposit,completed,Deposit - Salary,2026-03-31T04:49:01
89842,74,,398,112.25,EUR,withdrawal,failed,ATM withdrawal at ATM - Barclays Central (MX),2026-03-16T19:14:15
89843,8433,,253,17.67,CAD,purchase,completed,Chicken King Express (DE) (Fast Food),2026-02-05T21:50:56
89844,4746,,285,303.62,USD,deposit,completed,Deposit - Salary,2025-02-28T00:52:51
89845,150,127,99,5.86,CHF,purchase,completed,Daily Grind #727 (FR) (Coffee Shops),2026-05-16T09:09:14
89846,6612,,429,7.49,USD,transfer,completed,Transfer to acct ****7580,2026-05-04T18:47:54
89847,4295,,383,131.28,EUR,purchase,completed,PowerCorp Express (TR) (Utilities),2025-05-28T15:01:05
89848,9254,7401,213,233.12,EUR,purchase,completed,Hotel Linden #882 (AU) (Travel - Hotels),2026-02-23T21:34:57
89849,2944,,443,1,USD,purchase,completed,TransAir Downtown (DE) (Travel - Airlines),2026-02-14T21:54:19
89850,3319,2657,401,14.48,EUR,purchase,completed,Disney+ Downtown (SG) (Streaming),2025-03-13T22:25:14
89851,5877,,278,17731.22,INR,purchase,completed,StyleCo Plaza (PL) (Clothing),2026-04-17T00:52:18
89852,7918,6330,125,95.3,EUR,purchase,completed,Digital Den Online (JP) (Electronics),2025-08-24T12:36:25
89853,3246,,50,113.86,USD,deposit,failed,Deposit - Inbound payment,2024-09-28T09:58:49
89854,6240,4975,205,1961.49,UAH,purchase,completed,Trendline Plaza (MX) (Clothing),2026-04-14T05:11:14
89855,146,123,228,10.71,USD,purchase,completed,Morning Cup Express (ZA) (Coffee Shops),2026-02-27T13:51:24
89856,6560,,138,218.51,TRY,purchase,failed,CinePlex #599 (AE) (Entertainment),2025-01-30T03:02:53
89857,9321,,159,1061.66,SGD,purchase,completed,TransAir Express (ES) (Travel - Airlines),2025-04-03T11:15:06
89858,8043,,209,61.54,EUR,withdrawal,completed,ATM withdrawal at ATM - Santander #807 (FR),2024-09-23T19:34:19
89859,3018,,478,46.67,EUR,purchase,completed,Daily Foods South (BR) (Groceries),2026-05-16T10:13:22
89860,3780,,419,7.61,EUR,purchase,pending,Daily Grind North (SG) (Coffee Shops),2026-01-26T14:06:39
89861,255,219,376,943.38,BRL,withdrawal,completed,ATM withdrawal at ATM - Local Bank Central (FR),2026-02-10T17:11:11
89862,563,460,499,113.68,EUR,purchase,completed,Trendline #600 (UA) (Clothing),2025-01-01T15:25:40
89863,1991,,435,137.17,USD,purchase,completed,NationalGas Downtown (FR) (Utilities),2026-05-05T05:46:14
89864,1473,,89,7.2,CNY,deposit,failed,Deposit - Inbound payment,2026-05-10T09:52:33
89865,7635,6097,205,84.69,EUR,transfer,failed,Transfer from acct ****7199,2026-05-09T12:35:42
89866,2276,,97,73.52,USD,purchase,failed,City Electric Plaza (GB) (Utilities),2024-11-20T19:27:08
89867,9092,,301,45.28,AUD,purchase,completed,The Hungry Fork #769 (JP) (Restaurants),2026-05-02T06:34:13
89868,4431,3537,379,21.49,EUR,purchase,completed,Wellness Drug Express (TR) (Pharmacy),2025-12-24T06:45:24
89869,8282,,371,213.14,USD,purchase,completed,Skillshare Express (MX) (Education),2024-12-20T05:54:28
89870,9349,,43,185.26,SGD,purchase,completed,StyleCo Central (GB) (Clothing),2026-04-10T14:59:50
89871,7793,,477,29.64,EUR,purchase,completed,Lyft #620 (TR) (Transport),2026-05-01T14:18:24
89872,5915,,108,2240.23,ZAR,deposit,completed,Deposit - Inbound payment,2025-10-14T15:32:56
89873,7647,6105,369,223.71,EUR,withdrawal,completed,ATM withdrawal at ATM - Citi South (NL),2026-04-16T19:10:43
89874,5924,,81,703.61,NOK,deposit,failed,Deposit - Salary,2024-12-11T12:32:16
89875,6170,4926,90,124945.68,JPY,purchase,completed,BlueWings Express (US) (Travel - Airlines),2026-03-05T06:36:01
89876,6344,,329,196.85,AED,purchase,failed,BuildMart North (MX) (Home Improvement),2026-03-30T05:15:11
89877,7127,5687,443,862.42,CAD,purchase,completed,TransAir Downtown (DE) (Travel - Airlines),2026-05-01T04:45:22
89878,8751,6996,322,12,CAD,purchase,completed,Trendline Express (TR) (Clothing),2026-03-11T23:33:13
89879,2585,2080,409,0.92,EUR,purchase,completed,MediMart Downtown (SE) (Pharmacy),2025-10-29T01:30:00
89880,7150,,142,1090.87,MXN,deposit,reversed,Deposit - Inbound payment,2025-05-21T10:14:25
89881,4410,3521,436,43.62,USD,withdrawal,completed,ATM withdrawal at ATM - Barclays North (SE),2026-05-11T12:36:00
89882,3477,,228,2.87,USD,purchase,completed,Morning Cup Express (ZA) (Coffee Shops),2025-10-28T16:09:45
89883,8405,,350,930.82,INR,purchase,completed,Theatre Royal Downtown (IN) (Entertainment),2025-09-14T20:49:39
89884,8846,,240,5.41,EUR,purchase,reversed,Morning Cup North (TR) (Coffee Shops),2025-07-21T00:03:02
89885,34,27,25,58.85,EUR,deposit,completed,Deposit - Inbound payment,2025-11-27T17:36:55
89886,8339,6677,446,25.66,EUR,purchase,reversed,Amazon Central (ES) (Online Retail),2026-05-16T02:28:58
89887,1144,,420,39.23,USD,deposit,completed,Deposit - Inbound payment,2026-05-11T04:24:20
89888,6538,,262,120.62,EUR,purchase,completed,EcoEnergy North (CA) (Utilities),2026-04-17T03:24:00
89889,9063,,361,54.85,EUR,purchase,failed,Burger House Central (JP) (Restaurants),2026-02-09T21:46:47
89890,5093,,7,5.1,USD,purchase,reversed,Chicken King Online (PL) (Fast Food),2025-12-18T01:14:21
89891,1920,,34,41.07,EUR,purchase,completed,Vodafone North (UA) (Telecom),2026-05-03T03:57:45
89892,7087,,336,377.02,BRL,purchase,completed,Kyivstar North (TR) (Telecom),2025-11-23T09:43:17
89893,3076,,189,81.78,CAD,purchase,completed,YogaHaus Express (US) (Health/Fitness),2025-06-09T09:29:10
89894,1334,,116,12059.51,JPY,purchase,completed,BodyWorks Downtown (GB) (Health/Fitness),2025-11-19T20:05:39
89895,1694,,6,4250.8,INR,purchase,completed,GymPro Plaza (SE) (Health/Fitness),2025-06-25T21:49:15
89896,4380,,193,108.43,EUR,purchase,completed,Daily Foods Plaza (US) (Groceries),2026-03-12T08:46:02
89897,3475,,55,342.18,USD,purchase,reversed,Grand Plaza Hotel #126 (ES) (Travel - Hotels),2025-10-07T13:07:47
89898,276,237,70,69.89,EUR,purchase,pending,Hometown Grocery Central (US) (Groceries),2026-01-17T16:17:23
89899,7361,5879,166,46.92,EUR,purchase,completed,MediMart Plaza (DE) (Pharmacy),2025-08-10T15:17:20
89900,588,,327,29.08,CHF,purchase,completed,BP Plaza (PL) (Fuel),2024-09-23T00:49:56
89901,1815,1494,312,176.45,TRY,purchase,completed,Morning Cup Online (GB) (Coffee Shops),2026-01-25T07:49:33
89902,8246,6599,186,258.67,USD,purchase,completed,CoverPlus Central (GB) (Insurance),2025-12-13T15:55:50
89903,804,,55,155.26,GBP,purchase,pending,Grand Plaza Hotel #126 (ES) (Travel - Hotels),2026-04-24T06:36:16
89904,5029,,343,624.55,AED,purchase,pending,StyleCo Online (SE) (Clothing),2025-11-26T11:54:58
89905,1906,,79,115.02,CNY,purchase,completed,Netflix North (ZA) (Streaming),2026-05-13T20:31:44
89906,5265,,267,43.1,USD,purchase,completed,T-Mobile Plaza (TR) (Telecom),2026-04-21T01:45:21
89907,863,,54,634.53,UAH,purchase,completed,The Hungry Fork South (NL) (Restaurants),2026-02-25T19:45:06
89908,7242,,189,31.23,USD,purchase,completed,YogaHaus Express (US) (Health/Fitness),2026-03-29T09:06:28
89909,8681,,320,1,USD,purchase,failed,Udemy Central (IT) (Education),2026-05-14T10:45:30
89910,3224,2585,351,270.85,MXN,purchase,completed,Disney+ Central (AU) (Streaming),2025-10-28T12:43:05
89911,9553,7644,428,627.39,JPY,purchase,pending,Morning Cup #269 (US) (Coffee Shops),2026-04-09T17:20:09
89912,8761,,44,420.57,PLN,transfer,completed,Transfer from acct ****5090,2026-05-15T22:00:12
89913,5949,,457,885.55,PLN,purchase,completed,SkyJet Central (CA) (Travel - Airlines),2025-08-14T06:54:51
89914,9505,7601,488,107.5,USD,purchase,completed,Couture House Central (MX) (Clothing),2026-03-22T16:02:47
89915,5287,4214,263,265.38,USD,purchase,completed,TransAir Central (SG) (Travel - Airlines),2026-04-04T02:39:18
89916,8623,,62,523.05,SEK,withdrawal,completed,ATM withdrawal at ATM - Local Bank North (ZA),2026-02-07T19:36:44
89917,2698,2165,495,67.06,EUR,withdrawal,completed,ATM withdrawal at ATM - Barclays #37 (SG),2025-09-18T10:37:57
89918,9469,7569,270,98.41,USD,purchase,completed,YogaHaus South (PL) (Health/Fitness),2026-04-02T10:38:36
89919,8749,,417,17.49,CAD,deposit,completed,Deposit - Salary,2026-02-24T04:25:25
89920,6377,,37,128.84,EUR,purchase,completed,AllShield Online (CA) (Insurance),2026-02-07T01:36:42
89921,2290,1861,499,54.88,BRL,purchase,completed,Trendline #600 (UA) (Clothing),2025-01-28T10:04:38
89922,753,,64,8.32,EUR,transfer,completed,Transfer from acct ****1342,2026-01-04T17:59:38
89923,8987,,275,4.83,EUR,deposit,completed,Deposit - Inbound payment,2026-05-10T04:39:14
89924,6259,4994,407,30.61,CAD,purchase,completed,FreeNow South (FR) (Transport),2025-10-21T05:11:34
89925,7213,,496,105.46,EUR,purchase,completed,City Electric Downtown (AU) (Utilities),2026-04-24T19:52:36
89926,6661,5309,390,490.72,INR,purchase,completed,Apteka 24 Plaza (CA) (Pharmacy),2025-12-08T22:14:27
89927,217,186,246,1740.25,SEK,transfer,completed,Transfer from acct ****2153,2026-04-02T05:17:35
89928,3223,,8,17,MXN,purchase,completed,Daily Grind Central (UA) (Coffee Shops),2025-09-11T17:46:50
89929,4888,3903,226,1388.62,CNY,purchase,completed,Modern Wear Online (TR) (Clothing),2026-04-08T07:40:04
89930,300,,53,15.84,USD,purchase,completed,MovieMax Downtown (MX) (Entertainment),2026-02-23T23:28:42
89931,8195,,321,1223.9,BRL,purchase,reversed,Digital Den Express (ES) (Electronics),2026-03-16T19:22:27
89932,7591,,327,13.61,USD,deposit,completed,Deposit - Salary,2025-03-24T11:54:38
89933,8519,6818,20,9998.46,JPY,purchase,pending,Modern Wear Online (CA) (Clothing),2026-05-16T04:03:55
89934,4293,,118,4.43,GBP,purchase,failed,CafeRoma #214 (UA) (Coffee Shops),2024-06-25T14:53:24
